x,y
.0068622746756259,-15.08761395083309
.0093748856131079,-14.30567053672463
.0126381966369182,-13.52372712261617
.0168866422919022,-12.7417837085077
.0216017895529875,-11.95984029439924
.025783159716799,-11.17789688029078
.0297247204606356,-10.39595346618232
.033058053491999,-9.614010052073859
.035705025439113,-8.832066637965397
.0375040652056976,-8.050123223856936
.0383651157421254,-7.268179809748474
.0384735508431113,-6.486236395640011
.03760164919681,-5.70429298153155
.0357463659504392,-4.922349567423089
.0331476882182157,-4.140406153314627
.0305867530206739,-3.358462739206166
.0276610775428652,-2.576519325097705
.0244623639624669,-1.794575910989243
.0209553862269181,-1.012632496880782
.0174692277197966,-.2306890827723205
.0144689722329033,.5512543313361409
.0122366082636017,1.333197745444604
.0110012976227176,2.115141159553065
.0096346167776316,2.897084573661527
.0088835476792125,3.679027987769988
.009205219263956,4.460971401878449
.0109109226697626,5.242914815986911
.0136445912638768,6.024858230095372
.0169949618943085,6.806801644203833
.0209455513071468,7.588745058312295
.0251001151748157,8.370688472420756
.0285945759042539,9.152631886529218
.0320624302027474,9.934575300637679
.0360758854677407,10.71651871474614
.0393608667907748,11.4984621288546
.0419419854649665,12.28040554296306
.0439737363731049,13.06234895707152
.0451597371728993,13.84429237117999
.045148835083589,14.62623578528845
.0438474264847458,15.40817919939691
.0412555113763698,16.19012261350537
.0373730897584609,16.97206602761383
.0324276976556394,17.7540094417223
.0272359470797494,18.53595285583076
.0224775372798649,19.31789626993922
.0182772631456107,20.09983968404768
.0145950090984467,20.88178309815614
.0114067915505988,21.6637265122646
.0087585199339972,22.44566992637306
.0058793850331416,23.22761334048153
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
